,CMIP6 Compound Name,Physical Parameter,Title,Description,Dimensions,Spatial Shape,Coordinates,Temporal Shape,Cell Methods,Cell Measures,KET comments,correct dimensions,correct cell methods,variableRootDD (if different from Phys. Param.),Region input,recommended reporting grid,Region,Review Requested,dimensions for determining branding suffix,cell_methods for determining branding suffix,variableRootDD,branded variable name
266,Omon.dpo2,dpo2,Delta O2 Partial Pressure,"The partial pressure of a dissolved gas in sea water is the partial pressure in air with which it would be in equilibrium.  The partial pressure of a gaseous constituent of air is the pressure which it alone would exert with unchanged temperature and number of moles per unit volume.  The surface called ""surface"" means the lower boundary of the atmosphere.","longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"as noted in my spreadsheet, the ""depth0m"" scalar coordinate should be removed because the variable is only defined at the surface.",longitude latitude time,,,,ocean,glb,,longitude latitude time,area: mean where sea time: mean,dpo2,dpo2_tavg-u-hm-sea
267,Eday.drivw,drivw,Change in River Storage,,"longitude, latitude, time",Global field (single level),,time-intv,area: mean where land time: mean,area: areacellr,Is this supposed to be reported on the land grid or the river-routing grid (if different)?,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean where land time: mean,drivw,drivw_tavg-u-hxy-lnd
268,AERmon.drybc,drybc,Dry Deposition Rate of Black Carbon Aerosol Mass,,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,drybc,drybc_tavg-u-hxy-u
269,AERmon.drydust,drydust,Dry Deposition Rate of Dust,,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,drydust,drydust_tavg-u-hxy-u
270,AERmon.dryh2,dryh2,Total loss rate of molecular hydrogen (H2) from the atmosphere via soil sink,This is the total loss rate of molecular hydrogen (H2) from the atmosphere via its soil sink due to bacterial consumption. ,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,dryh2,dryh2_tavg-u-hxy-u
271,AERmon.dryhno3,dryhno3,Dry deposition of HNO3,This is the loss of nitric acid (HNO3) from the atmosphere due to dry deposition,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,dryhno3,dryhno3_tavg-u-hxy-u
272,AERday.drynh3,drynh3,Daily Dry Deposition Rate of NH3,Daily Dry Deposition Rate of NH3 at surface. Vertically integrated throughout the column to the surface.,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,drynh3,drynh3_tavg-u-hxy-u
273,AERmon.drynh3,drynh3,Dry Deposition Rate of NH3,Monthly Dry Deposition Rate of NH3 at surface,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,drynh3,drynh3_tavg-u-hxy-u
274,AERday.drynh4,drynh4,Daily Dry Deposition Rate of NH4,Daily Dry Deposition Rate of NH4 at surface. Vertically integrated throughout the column to the surface.,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,drynh4,drynh4_tavg-u-hxy-u
275,AERmon.drynh4,drynh4,Dry Deposition Rate of NH4,,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,drynh4,drynh4_tavg-u-hxy-u
276,AERmon.dryno3,dryno3,dry deposition of NO3 aerosol,Loss rate of nitrate (NO3) aerosol from the atmosphere due to dry deposition,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,dryno3,dryno3_tavg-u-hxy-u
277,AERday.drynoy,drynoy,Daily Dry Deposition Rate of NOy,Daily Dry Deposition Rate of NOy at surface. Vertically integrated throughout the column to the surface.,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,drynoy,drynoy_tavg-u-hxy-u
278,AERmon.drynoy,drynoy,Dry Deposition Rate of NOy,,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,drynoy,drynoy_tavg-u-hxy-u
279,AERmon.dryo3,dryo3,Dry Deposition Rate of O3,,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,dryo3,dryo3_tavg-u-hxy-u
280,AERmon.dryoa,dryoa,Dry Deposition Rate of Dry Aerosol Total Organic Matter,,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,dryoa,dryoa_tavg-u-hxy-u
281,AERmon.dryso2,dryso2,Dry Deposition Rate of SO2,,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,dryso2,dryso2_tavg-u-hxy-u
282,AERmon.dryso4,dryso4,Dry Deposition Rate of SO4,,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,dryso4,dryso4_tavg-u-hxy-u
283,AERmon.dryss,dryss,Dry Deposition Rate of Sea-Salt Aerosol,,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,dryss,dryss_tavg-u-hxy-u
284,Eday.dslw,dslw,Change in Soil Moisture,,"longitude, latitude, time",Global field (single level),,time-intv,area: mean where land time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean where land time: mean,dslw,dslw_tavg-u-hxy-lnd
285,Eday.dsn,dsn,Change in Snow Water Equivalent,,"longitude, latitude, time",Global field (single level),,time-intv,area: mean where land time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean where land time: mean,dsn,dsn_tavg-u-hxy-lnd
286,Eday.dsw,dsw,Change in Surface Water Storage,,"longitude, latitude, time",Global field (single level),,time-intv,area: mean where land time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean where land time: mean,dsw,dsw_tavg-u-hxy-lnd
287,CF3hr.dtauc,dtauc,Convective Cloud Optical Depth,This is the in-cloud optical depth obtained by considering only the cloudy portion of the grid cell,"longitude, latitude, alevel, time1",Global field on model atmosphere levels,,time-point,area: mean time: point,area: areacella,"as noted in my spreadsheet, this is to be calculated only where convective_cloud",,area: mean where convective_cloud time: point,,,atmosphere,glb,,"longitude, latitude, alevel, time1",area: mean where convective_cloud time: point,dtauc,dtauc_tpt-l-hxy-ccl
288,CF3hr.dtaus,dtaus,Stratiform Cloud Optical Depth,This is the in-cloud optical depth obtained by considering only the cloudy portion of the grid cell.,"longitude, latitude, alevel, time1",Global field on model atmosphere levels,,time-point,area: mean time: point,area: areacella,"as noted in my spreadsheet, this is to be calculated only where stratiform_cloud",,area: mean where convective_cloud time: point,,,atmosphere,glb,,"longitude, latitude, alevel, time1",area: mean where convective_cloud time: point,dtaus,dtaus_tpt-l-hxy-ccl
289,Ofx.dxto,dxto,Cell Length in the X Direction at t-points,"The linear extent of the cell in the x direction of the horizontal grid centered at t-points (points for tracers such as temperature, salinity, etc.). Not applicable to unstructured grids.","longitude, latitude",Global field (single level),,,area: point,::MODEL,,,,,,ocean,glb,,"longitude, latitude",area: point,dxto,dxto_ti-u-hxy-u
290,Ofx.dxuo,dxuo,Cell Length in the X Direction at u-points,The linear extent of the cell in the x direction of the horizontal grid centered at u-points (points for velocity in the x-direction). Not applicable to unstructured grids.,"longitude, latitude",Global field (single level),,,area: point,::MODEL,,,,,,ocean,glb,,"longitude, latitude",area: point,dxuo,dxuo_ti-u-hxy-u
291,Ofx.dxvo,dxvo,Cell Length in the X Direction at v-points,The linear extent of the cell in the x direction of the horizontal grid centered at v-points (points for velocity in the y-direction). Not applicable to unstructured grids.,"longitude, latitude",Global field (single level),,,area: point,::MODEL,,,,,,ocean,glb,,"longitude, latitude",area: point,dxvo,dxvo_ti-u-hxy-u
292,Ofx.dyto,dyto,Cell Length in the Y Direction at t-points,"The linear extent of the cell in the y direction of the horizontal grid centered at t-points (points for tracers such as temperature, salinity, etc.). Not applicable to unstructured grids.","longitude, latitude",Global field (single level),,,area: point,::MODEL,,,,,,ocean,glb,,"longitude, latitude",area: point,dyto,dyto_ti-u-hxy-u
293,Ofx.dyuo,dyuo,Cell Length in the Y Direction at u-points,The linear extent of the cell in the y direction of the horizontal grid centered at u-points (points for velocity in the x-direction). Not applicable to unstructured grids.,"longitude, latitude",Global field (single level),,,area: point,::MODEL,,,,,,ocean,glb,,"longitude, latitude",area: point,dyuo,dyuo_ti-u-hxy-u
294,Ofx.dyvo,dyvo,Cell Length in the Y Direction at v-points,The linear extent of the cell in the y direction of the horizontal grid centered at v-points (points for velocity in the y-direction). Not applicable to unstructured grids.,"longitude, latitude",Global field (single level),,,area: point,::MODEL,,,,,,ocean,glb,,"longitude, latitude",area: point,dyvo,dyvo_ti-u-hxy-u
295,AERmon.e90inst,e90inst,Artificial tracer with 90 day lifetime,Mole fraction of an artificial tracer with a 90-day lifetime (e90),"longitude, latitude, alevel, time1",Global field on model atmosphere levels,,time-point,area: mean,area: areacella,cell method inconsistent with time coordinate,,area: mean time: point,,,atmosphere,glb,,"longitude, latitude, alevel, time1",area: mean time: point,e90inst,e90inst_tpt-l-hxy-u
296,6hrLev.ec550aer,ec550aer,Aerosol Extinction Coefficient,Aerosol Extinction @550nm,"longitude, latitude, time1, lambda550nm",Global field (single level),lambda550nm,time-point,area: mean time: point,area: areacella,"as noted in my spreadsheet, this should be weighted by solar radiation to get the thypical impact of optical depth on radiative transfer.  Note that optical depth at night has no impact.",,area: mean (weighted by downwelling solar radiation) time: point,,,atmosphere,glb,,"longitude, latitude, time1, lambda550nm",area: mean (weighted by downwelling solar radiation) time: point,ec550aer,ec550aer_tpt-u-hxy-u
297,Emon.ec550aer,ec550aer,Aerosol Extinction Coefficient,Aerosol Extinction at 550nm,"longitude, latitude, alevel, time, lambda550nm",Global field on model atmosphere levels,lambda550nm,time-intv,area: time: mean,area: areacella,"as noted in my spreadsheet, this should be weighted by solar radiation to get the thypical impact of optical depth on radiative transfer.  Note that optical depth at night has no impact.",,area: time: mean (weighted by downwelling solar radiation),,,atmosphere,glb,,"longitude, latitude, alevel, time, lambda550nm",area: time: mean (weighted by downwelling solar radiation),ec550aer,ec550aer_tavg-l-hxy-u
298,CFmon.edt,edt,Eddy Diffusivity Coefficient for Temperature,Vertical diffusion coefficient for temperature due to parametrised eddies,"longitude, latitude, alevel, time",Global field on model atmosphere levels,,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, alevel, time",area: time: mean,edt,edt_tavg-l-hxy-u
299,CFsubhr.edt,edt,Eddy Diffusivity Coefficient for Temperature,Vertical diffusion coefficient for temperature due to parametrised eddies,"alevel, site, time1",Atmospheric profiles at specified sites,,time-point,area: point time: point,,,,,,,none,glb,,"alevel, site, time1",area: point time: point,edt,edt_tpt-l-hxys-u
300,AERmon.emiach4,emiach4,anthropogenic emission rate of CH4,Anthropogenic emission rate of methane (CH4) into the atmosphere,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,emiach4,emiach4_tavg-u-hxy-u
301,AERmon.emiaco,emiaco,Total Emission Rate of Anthropogenic CO,anthrophogenic  emission of CO,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,emiaco,emiaco_tavg-u-hxy-u
